Cod_Centro,Cod_Titulacion,Titulacion,Año,Tasa_Rendimiento,Todo_aprobado_Rendimiento,Matriculados_Rendimiento,Tasa_Abandono,Alumnos_Abandonan,Matriculados_Abandono
23,202,Grado en Ingeniería en Diseño Industrial y Desarrollo del Producto,2023_2024,0.6056174334140436,18759,30975,0.14953271028037382,16,107
45,203,Grado en Ingeniería de Tecnologías Industriales,2017_2018,0.6320618821161473,48046,76015,0.16549295774647887,47,284
45,203,Grado en Ingeniería de Tecnologías Industriales,2018_2019,0.6354095184273201,47223,74319,0.17054263565891473,44,258
45,203,Grado en Ingeniería de Tecnologías Industriales,2019_2020,0.6700861048576137,86616,129261,0.14615384615384616,38,260
45,203,Grado en Ingeniería de Tecnologías Industriales,2020_2021,0.6368344608798685,49984,78489,0.23193916349809887,61,263
45,203,Grado en Ingeniería de Tecnologías Industriales,2021_2022,0.5847917108842882,45462,77740,0.14885496183206107,39,262
45,203,Grado en Ingeniería de Tecnologías Industriales,2022_2023,0.6050788780046422,46141,76257,0.15018315018315018,41,273
45,203,Grado en Ingeniería de Tecnologías Industriales,2023_2024,0.6052210461372356,47086,77800,0.1660377358490566,44,265
3,204,Grado en Ingeniería Informática-Ingeniería de Computadores,2017_2018,0.4619321817018554,8664,18756,0.6715328467153284,92,137
3,204,Grado en Ingeniería Informática-Ingeniería de Computadores,2018_2019,0.47980855518994914,9624,20058,0.6277372262773723,86,137
3,204,Grado en Ingeniería Informática-Ingeniería de Computadores,2019_2020,0.5455844527007716,11454,20994,0.5833333333333334,63,108
3,204,Grado en Ingeniería Informática-Ingeniería de Computadores,2020_2021,0.45741680767061477,9732,21276,0.6333333333333333,76,120
3,204,Grado en Ingeniería Informática-Ingeniería de Computadores,2021_2022,0.4810625986322988,10974,22812,0.5689655172413793,66,116
3,204,Grado en Ingeniería Informática-Ingeniería de Computadores,2022_2023,0.5149090909090909,12744,24750,0.5491803278688525,67,122
3,204,Grado en Ingeniería Informática-Ingeniería de Computadores,2023_2024,0.5414741474147414,14766,27270,0.5081967213114754,62,122
3,205,Grado en Ingeniería Informática-Ingeniería del Software,2017_2018,0.6711046390680258,38712,57684,0.32926829268292684,81,246
3,205,Grado en Ingeniería Informática-Ingeniería del Software,2018_2019,0.6741922536624524,40314,59796,0.35271317829457366,91,258
3,205,Grado en Ingeniería Informática-Ingeniería del Software,2019_2020,0.7719072164948454,46722,60528,0.2897959183673469,71,245
3,205,Grado en Ingeniería Informática-Ingeniería del Software,2020_2021,0.6964591661907481,43902,63036,0.31983805668016196,79,247
3,205,Grado en Ingeniería Informática-Ingeniería del Software,2021_2022,0.686593492747942,42036,61224,0.20168067226890757,48,238
3,205,Grado en Ingeniería Informática-Ingeniería del Software,2022_2023,0.7193369106937524,45042,62616,0.15352697095435686,37,241
3,205,Grado en Ingeniería Informática-Ingeniería del Software,2023_2024,0.7289632728963273,47040,64530,0.19230769230769232,45,234
3,206,Grado en Ingeniería Informática-Tecnologías Informáticas,2017_2018,0.5435598948554262,17370,31956,0.581151832460733,111,191
3,206,Grado en Ingeniería Informática-Tecnologías Informáticas,2018_2019,0.5311982330204307,17316,32598,0.56,98,175
3,206,Grado en Ingeniería Informática-Tecnologías Informáticas,2019_2020,0.6098714069591528,19350,31728,0.5304878048780488,87,164
3,206,Grado en Ingeniería Informática-Tecnologías Informáticas,2020_2021,0.5270292887029289,18894,35850,0.4484848484848485,74,165
3,206,Grado en Ingeniería Informática-Tecnologías Informáticas,2021_2022,0.5296554009277668,19182,36216,0.3660130718954248,56,153
3,206,Grado en Ingeniería Informática-Tecnologías Informáticas,2022_2023,0.5768923027684429,21630,37494,0.40268456375838924,60,149
3,206,Grado en Ingeniería Informática-Tecnologías Informáticas,2023_2024,0.6283687943262412,23922,38070,0.28,42,150
23,207,Grado en Ingeniería Mecánica,2017_2018,0.5207003089598352,15168,29130,0.22167487684729065,45,203
23,207,Grado en Ingeniería Mecánica,2018_2019,0.5266001662510391,15204,28872,0.30386740331491713,55,181
23,207,Grado en Ingeniería Mecánica,2019_2020,0.5986980260394792,17106,28572,0.2411764705882353,41,170
23,207,Grado en Ingeniería Mecánica,2020_2021,0.5050359712230216,14742,29190,0.39166666666666666,47,120
23,207,Grado en Ingeniería Mecánica,2021_2022,0.46626865671641793,14058,30150,0.319672131147541,39,122
23,207,Grado en Ingeniería Mecánica,2022_2023,0.48342880523731585,14178,29328,0.3157894736842105,36,114
23,207,Grado en Ingeniería Mecánica,2023_2024,0.5149640861931365,15486,30072,0.3669724770642202,40,109
45,208,Grado en Ingeniería Química,2017_2018,0.5431195643339023,10023,18454,0.35714285714285715,30,84
45,208,Grado en Ingeniería Química,2018_2019,0.5224958663301714,9006,17236,0.391304347826087,27,69
45,208,Grado en Ingeniería Química,2019_2020,0.6303877517057747,11364,18027,0.31746031746031744,20,63
45,208,Grado en Ingeniería Química,2020_2021,0.5165913244205059,8056,15595,0.25,15,60
45,208,Grado en Ingeniería Química,2021_2022,0.4543893129770992,7143,15720,0.3559322033898305,21,59
45,208,Grado en Ingeniería Química,2022_2023,0.5006278373418332,7774,15529,0.484375,31,64
45,208,Grado en Ingeniería Química,2023_2024,0.4989463601532567,7813,15660,0.3870967741935484,24,62
23,209,Grado en Ingeniería Química Industrial,2017_2018,0.4168627450980392,6378,15300,0.2833333333333333,34,120
23,209,Grado en Ingeniería Química Industrial,2018_2019,0.4234158623583718,6054,14298,0.3185840707964602,36,113
23,209,Grado en Ingeniería Química Industrial,2019_2020,0.5340715502555367,7524,14088,0.47619047619047616,40,84
23,209,Grado en Ingeniería Química Industrial,2020_2021,0.47758761206193967,7032,14724,0.4307692307692308,28,65
23,209,Grado en Ingeniería Química Industrial,2021_2022,0.4198943661971831,5724,13632,0.5161290322580645,32,62
23,209,Grado en Ingeniería Química Industrial,2022_2023,0.4475736568457539,6198,13848,0.4074074074074074,22,54
23,209,Grado en Ingeniería Química Industrial,2023_2024,0.47089262613195343,6552,13914,0.6818181818181818,45,66
2,210,Grado en Periodismo,2017_2018,0.7860552259445956,52863,67251,0.15412186379928317,43,279
2,210,Grado en Periodismo,2018_2019,0.7971033234191129,55476,69597,0.12318840579710146,34,276
2,210,Grado en Periodismo,2019_2020,0.8570823808314283,60738,70866,0.1696113074204947,48,283
2,210,Grado en Periodismo,2020_2021,0.8073489903804489,55896,69234,0.125,35,280
2,210,Grado en Periodismo,2021_2022,0.7795940607546655,51507,66069,0.10104529616724739,29,287
2,210,Grado en Periodismo,2022_2023,0.753755100210734,50433,66909,0.1701388888888889,49,288
2,210,Grado en Periodismo,2023_2024,0.7729836182973772,51810,67026,0.19444444444444445,56,288
2,211,Grado en Publicidad y Relaciones Públicas,2017_2018,0.8800509646887513,29010,32964,0.13138686131386862,18,137
2,211,Grado en Publicidad y Relaciones Públicas,2018_2019,0.8595860375372741,29403,34206,0.14492753623188406,20,138
2,211,Grado en Publicidad y Relaciones Públicas,2019_2020,0.905394631942599,30663,33867,0.10071942446043165,14,139
2,211,Grado en Publicidad y Relaciones Públicas,2020_2021,0.9016773733047823,30318,33624,0.11188811188811189,16,143
2,211,Grado en Publicidad y Relaciones Públicas,2021_2022,0.9005129112133003,30549,33924,0.0979020979020979,14,143
2,211,Grado en Publicidad y Relaciones Públicas,2022_2023,0.9060720231315167,31023,34239,0.1276595744680851,18,141
2,211,Grado en Publicidad y Relaciones Públicas,2023_2024,0.9272853185595568,32136,34656,0.12244897959183673,18,147
14,217,Grado en Biomedicina Básica y Experimental,2017_2018,0.9087639850825786,10234,11262,0.2,10,50
14,217,Grado en Biomedicina Básica y Experimental,2018_2019,0.904670994018073,10662,11785,0.24489795918367346,12,49
14,217,Grado en Biomedicina Básica y Experimental,2019_2020,0.9264287561417119,10747,11601,0.16666666666666666,8,48
14,217,Grado en Biomedicina Básica y Experimental,2020_2021,0.9166001596169194,10336,11277,0.1,5,50
14,217,Grado en Biomedicina Básica y Experimental,2021_2022,0.9151492159838138,10855,11862,0.15384615384615385,8,52
14,217,Grado en Biomedicina Básica y Experimental,2022_2023,0.9211822660098522,10378,11266,0.18867924528301888,10,53
14,217,Grado en Biomedicina Básica y Experimental,2023_2024,0.9298004129387474,10132,10897,0.14,7,50
20,218,Grado en Criminología,2017_2018,0.9360254083484574,12378,13224,0.14545454545454545,8,55
20,218,Grado en Criminología,2018_2019,0.9549128030625266,13470,14106,0.21311475409836064,13,61
20,218,Grado en Criminología,2019_2020,0.9571068124474348,13656,14268,0.06779661016949153,4,59
20,218,Grado en Criminología,2020_2021,0.9513513513513514,13728,14430,0.12903225806451613,8,62
20,218,Grado en Criminología,2021_2022,0.9376316898440792,13350,14238,0.08333333333333333,5,60
20,218,Grado en Criminología,2022_2023,0.9120645709430756,12882,14124,0.047619047619047616,3,63
20,218,Grado en Criminología,2023_2024,0.9110556940980881,13152,14436,0.11290322580645161,7,62
12,219,Grado en Estudios de Asia Oriental por la U.S. y la U.de Málaga,2017_2018,0.8203360620422232,11424,13926,0.20754716981132076,11,53
12,219,Grado en Estudios de Asia Oriental por la U.S. y la U.de Málaga,2018_2019,0.860313315926893,11862,13788,0.21568627450980393,11,51
12,219,Grado en Estudios de Asia Oriental por la US y UMA,2019_2020,0.889391447368421,12978,14592,0.16129032258064516,10,62
12,219,Grado en Estudios de Asia Oriental por la US y UMA,2020_2021,0.8611865063978286,13326,15474,0.09433962264150944,5,53
12,219,Grado en Estudios de Asia Oriental por la US y UMA,2021_2022,0.8321111539945967,12936,15546,0.2631578947368421,15,57
12,219,Grado en Estudios de Asia Oriental por la Unv.de Sevilla y la Unv.de Málaga,2022_2023,0.838483724763082,12210,14562,0.171875,11,64
12,219,Grado en Estudios de Asia Oriental por la Unv.de Sevilla y la Unv.de Málaga,2023_2024,0.818639798488665,11700,14292,0.18461538461538463,12,65
45,221,Grado en Ingeniería de la Energía por la U.S y la U. Málaga,2017_2018,0.5700688905003626,9433,16548,0.21875,14,64
45,221,Grado en Ingeniería de la Energía por la U.S y la U. Málaga,2018_2019,0.5498204667863554,9187,16710,0.2537313432835821,17,67
45,221,Grado en Ingeniería de la Energía por la US y UMA,2019_2020,0.6950162039064552,11902,17125,0.3076923076923077,20,65
45,221,Grado en Ingeniería de la Energía por la US y UMA,2020_2021,0.5522828954915682,9628,17434,0.38461538461538464,25,65
45,221,Grado en Ingeniería de la Energía por la US y UMA,2021_2022,0.5024895926863113,9234,18376,0.4262295081967213,26,61
45,221,Grado en Ingeniería de la Energía por la Un. de Sevilla y la Un. de Málaga,2022_2023,0.5377195734002509,10285,19128,0.3333333333333333,25,75
45,221,Grado en Ingeniería de la Energía por la Un. de Sevilla y la Un. de Málaga,2023_2024,0.5644699140401146,11524,20416,0.22857142857142856,16,70
6,222,Grado en Ingeniería de Materiales,2017_2018,0.7167149758454107,5563,7762,0.1891891891891892,7,37
6,222,Grado en Ingeniería de Materiales,2018_2019,0.75344105326152,5665,7519,0.21739130434782608,10,46
6,222,Grado en Ingeniería de Materiales,2019_2020,0.6866666666666666,5253,7650,0.17391304347826086,8,46
6,222,Grado en Ingeniería de Materiales,2020_2021,0.533609489738279,4251,7966,0.175,7,40
6,222,Grado en Ingeniería de Materiales,2021_2022,0.5499617151607963,4309,7836,0.2765957446808511,13,47
6,222,Grado en Ingeniería de Materiales,2022_2023,0.6560226354082458,4869,7422,0.4482758620689655,13,29
6,222,Grado en Ingeniería de Materiales,2023_2024,0.6206487341772152,4707,7584,0.16129032258064516,5,31
19,223,Grado en Óptica y Optometría,2017_2018,0.9177524429967426,13524,14736,0.16666666666666666,9,54
19,223,Grado en Óptica y Optometría,2018_2019,0.9250697489039458,13926,15054,0.11864406779661017,7,59
19,223,Grado en Óptica y Optometría,2019_2020,0.9076539101497504,13092,14424,0.1,6,60
19,223,Grado en Óptica y Optometría,2020_2021,0.9087779690189329,12672,13944,0.11290322580645161,7,62
19,223,Grado en Óptica y Optometría,2021_2022,0.8614970865082923,11532,13386,0.1,6,60
19,223,Grado en Óptica y Optometría,2022_2023,0.8371864240039351,10212,12198,0.12903225806451613,8,62
19,223,Grado en Óptica y Optometría,2023_2024,0.8487434803224277,10740,12654,0.15,9,60
5,224,Grado en Bioquímica por la U. de Sevilla y U. de Málaga,2017_2018,0.8666666666666667,11856,13680,0.11428571428571428,8,70
5,224,Grado en Bioquímica por la U. de Sevilla y U. de Málaga,2018_2019,0.8716577540106952,11736,13464,0.15789473684210525,9,57
5,224,Grado en Bioquímica por la U.S. y UMA,2019_2020,0.889490302210194,11832,13302,0.08928571428571429,5,56
5,224,Grado en Bioquímica por la U.S. y UMA,2020_2021,0.8411172161172161,11022,13104,0.05555555555555555,3,54
5,224,Grado en Bioquímica por la U.S. y UMA,2021_2022,0.8625506985128436,11484,13314,0.16666666666666666,10,60
5,224,Grado en Bioquímica por la Universidad de Sevilla y Universidad de Málaga,2022_2023,0.8540540540540541,11376,13320,0.06896551724137931,4,58
5,224,Grado en Bioquímica por la Universidad de Sevilla y Universidad de Málaga,2023_2024,0.8232142857142857,11064,13440,0.15789473684210525,9,57
45,225,Grado en Ingeniería Civil,2017_2018,0.5045458895588094,7908,15673,0.2911392405063291,23,79
45,225,Grado en Ingeniería Civil,2018_2019,0.5182636851158555,7683,14824,0.3611111111111111,26,72
45,225,Grado en Ingeniería Civil,2019_2020,0.5960849844831702,11236,18850,0.375,27,72
45,225,Grado en Ingeniería Civil,2020_2021,0.4616365568544102,6516,14115,0.5294117647058824,36,68
45,225,Grado en Ingeniería Civil,2021_2022,0.48046190328899885,6990,14548,0.5806451612903226,36,62
45,225,Grado en Ingeniería Civil,2022_2023,0.48308442548003655,7132,14764,0.5423728813559322,32,59
45,225,Grado en Ingeniería Civil,2023_2024,0.5395409348573552,8709,16141,0.46774193548387094,29,62
3,226,Grado en Ingeniería de la Salud por la U. Málaga y la U.Sevilla,2017_2018,0.6915823168094126,11991,17338,0.23809523809523808,15,63
3,226,Grado en Ingeniería de la Salud por la U. Málaga y la U.Sevilla,2018_2019,0.6798733527297621,11917,17529,0.25,17,68
3,226,Grado en Ingeniería de la Salud por la UMA y US,2019_2020,0.7368810051736882,14955,20295,0.15873015873015872,10,63
3,226,Grado en Ingeniería de la Salud por la UMA y US,2020_2021,0.6613076986823568,11970,18100,0.15151515151515152,10,66
3,226,Grado en Ingeniería de la Salud por la UMA y US,2021_2022,0.6678601875532821,11751,17595,0.21311475409836064,13,61
3,226,Grado en Ingeniería de la Salud por la Univ. de Málaga y la Univ.de Sevilla,2022_2023,0.7181019032175472,12621,17575,0.203125,13,64
3,226,Grado en Ingeniería de la Salud por la Univ. de Málaga y la Univ.de Sevilla,2023_2024,0.7463905122035064,13027,17454,0.09230769230769231,6,65
45,227,Grado en Ingeniería de Organización Industrial por la U. M. y U.S.,2017_2018,0.6671598849157419,12174,18247,0.25757575757575757,17,66
45,227,Grado en Ingeniería de Organización Industrial por la U. M. y U.S.,2018_2019,0.6517617317111708,12375,18987,0.22535211267605634,16,71
45,227,Grado en Ingeniería de Organización Industrial por la UMA y US,2019_2020,0.73938209970335,15328,20731,0.24615384615384617,16,65
45,227,Grado en Ingeniería de Organización Industrial por la UMA y US,2020_2021,0.6337039665641511,12054,19021,0.07142857142857142,5,70
45,227,Grado en Ingeniería de Organización Industrial por la UMA y US,2021_2022,0.5843403826787512,10444,17874,0.11594202898550725,8,69
45,227,Grado en Ingeniería de Organización Industrial por la U. Málaga y U.Sevilla,2022_2023,0.5967292658819301,9961,16693,0.2602739726027397,19,73
45,227,Grado en Ingeniería de Organización Industrial por la U. Málaga y U.Sevilla,2023_2024,0.6430177142343314,10726,16681,0.27941176470588236,19,68
45,228,"Grado en Ingeniería Electrónica, Robótica y Mecatrónica (UMA-US)",2017_2018,0.6695598740302635,13075,19528,0.22058823529411764,15,68
45,228,"Grado en Ingeniería Electrónica, Robótica y Mecatrónica (UMA-US)",2018_2019,0.650632322135154,12579,19333,0.16666666666666666,11,66
45,228,"Grado en Ingeniería Electrónica, Robótica y Mecatrónica (UMA-US)",2019_2020,0.7300920050761421,13807,18912,0.15492957746478872,11,71
45,228,"Grado en Ingeniería Electrónica, Robótica y Mecatrónica (UMA-US)",2020_2021,0.6850683071023408,12862,18775,0.15384615384615385,10,65
45,228,"Grado en Ingeniería Electrónica, Robótica y Mecatrónica (UMA-US)",2021_2022,0.661689145793192,12363,18684,0.14666666666666667,11,75
45,228,"Grado en Ingeniería Electrónica, Robótica y Mecatrónica (UMA-US)",2022_2023,0.6691825919383331,12501,18681,0.19696969696969696,13,66
45,228,"Grado en Ingeniería Electrónica, Robótica y Mecatrónica (UMA-US)",2023_2024,0.6817633336014802,12712,18646,0.19402985074626866,13,67
2,M036,M.U. en Comunicación y Cultura (R.D.1393/07),2017_2018,0.8452991452991453,989,1170,0.15789473684210525,3,19
2,M036,M.U. en Comunicación y Cultura (R.D.1393/07),2018_2019,0.8556005398110661,1268,1482,0.11764705882352941,2,17
2,M036,M.U. en Comunicación y Cultura,2019_2020,0.7882851093860268,1117,1417,0.043478260869565216,1,23
2,M036,M.U. en Comunicación y Cultura,2020_2021,0.8096330275229358,1412,1744,0.09523809523809523,2,21
2,M036,M.U. en Comunicación y Cultura,2021_2022,0.7694770544290288,1442,1874,0.04,1,25
2,M036,Máster Universitario en Comunicación y Cultura,2022_2023,0.7144808743169399,1046,1464,0.07692307692307693,2,26
2,M036,Máster Universitario en Comunicación y Cultura,2023_2024,0.3065326633165829,61,199,0.25,5,20
302,M037,M.U. en Artes del Espectáculo Vivo (R.D.1393/07),2017_2018,0.8947368421052632,1122,1254,0.0625,1,16
302,M037,M.U. en Artes del Espectáculo Vivo (R.D.1393/07),2018_2019,0.8129411764705883,1382,1700,0.05,1,20
302,M037,M.U. en Artes del Espectáculo Vivo,2019_2020,0.7890137328339576,1264,1602,0.08,2,25
302,M037,M.U. en Artes del Espectáculo Vivo,2020_2021,0.6547619047619048,990,1512,0.08333333333333333,2,24
302,M037,M.U. en Artes del Espectáculo Vivo,2021_2022,0.8266666666666667,1364,1650,0.35,7,20
302,M037,Máster Universitario en Artes del Espectáculo Vivo,2022_2023,0.7097902097902098,1218,1716,0.12,3,25
302,M037,Máster Universitario en Artes del Espectáculo Vivo,2023_2024,0.7225433526011561,1250,1730,0.125,3,24
302,M039,M.U. en Estudios de Género y Desarrollo Profesional (RD.07),2017_2018,0.7988304093567251,1366,1710,0.10344827586206896,3,29
302,M039,M.U. en Estudios de Género y Desarrollo Profesional (RD.07),2018_2019,0.8180722891566266,1358,1660,0.08,2,25
302,M039,M.U. en Estudios de Género y Desarrollo Profesional,2019_2020,0.8433268858800773,1744,2068,0.15384615384615385,4,26
302,M039,M.U. en Estudios de Género y Desarrollo Profesional,2020_2021,0.8392572944297082,1582,1885,0.09375,3,32
302,M039,M.U. en Estudios de Género y Desarrollo Profesional,2021_2022,0.8881506090808416,1604,1806,0.10714285714285714,3,28
302,M039,Máster Universitario en Estudios de Género y Desarrollo Profesional,2022_2023,0.8679245283018868,1656,1908,0.13333333333333333,4,30
302,M039,Máster Universitario en Estudios de Género y Desarrollo Profesional,2023_2024,0.7590741714886902,1443,1901,0.06666666666666667,2,30
15,M040,M.U. en Peritación y Reparación de Edificios,2017_2018,0.7859154929577464,1116,1420,0.05263157894736842,1,19
15,M040,M.U. en Peritación y Reparación de Edificios,2018_2019,0.5625,432,768,0,0,22
15,M040,M.U. en Peritación y Reparación de Edificios,2019_2020,0.7404580152671756,776,1048,0,0,8
15,M040,M.U. en Peritación y Reparación de Edificios,2020_2021,0.7629969418960245,998,1308,0.0625,1,16
15,M040,M.U. en Peritación y Reparación de Edificios,2021_2022,0.5772357723577236,284,492,0.1,2,20
15,M040,Máster Universitario en Peritación y Reparación de Edificios,2022_2023,0.7204152249134949,1041,1445,0.4,2,5
15,M040,Máster Universitario en Peritación y Reparación de Edificios,2023_2024,0.6070606293169608,791,1303,0.13636363636363635,3,22
302,M044,"M.U. Profesorado de E.S.O. y Bachillerato, F. P. y E.de Idiomas",2017_2018,0.9789373320620612,22588,23074,0.03827751196172249,16,418
302,M044,"M.U. Profesorado de E.S.O. y Bachillerato, F. P. y E.de Idiomas",2018_2019,0.9930004268032437,23266,23430,0.019464720194647202,8,411
302,M044,"M.U. en Profesorado de E.S.O y Bachillerato, FP y E.Idiomas",2019_2020,0.9782138843261001,22630,23134,0.03579952267303103,15,419
302,M044,"M.U. en Profesorado de E.S.O y Bachillerato, FP y E.Idiomas",2020_2021,0.9428076256499134,22848,24234,0.01141552511415525,5,438
302,M044,"M.U. en Profesorado de E.S.O y Bachillerato, FP y E.Idiomas",2021_2022,0.9467554076539102,22760,24040,0.051224944320712694,23,449
302,M044,"Máster Univers. en Profesorado de E.S.O y Bachillerato, FP y E.Idiomas",2022_2023,0.944088433194489,23572,24968,0.03,12,400
302,M044,"Máster Univers. en Profesorado de E.S.O y Bachillerato, FP y E.Idiomas",2023_2024,0.9356580427446569,24954,26670,0.02912621359223301,12,412
4,M050,M.U. en Arqueología (R.D.1393/07),2017_2018,0.6833046471600689,794,1162,0.1111111111111111,3,27
4,M050,M.U. en Arqueología (R.D.1393/07),2018_2019,0.7441860465116279,1344,1806,0.21428571428571427,3,14
4,M050,M.U. en Arqueología por la US y UGR,2019_2020,0.7370558375634517,1452,1970,0.1111111111111111,3,27
4,M050,M.U. en Arqueología por la US y UGR,2020_2021,0.7244897959183674,1704,2352,0.07407407407407407,2,27
4,M050,M.U. en Arqueología por la US y UGR,2021_2022,0.7489878542510121,1850,2470,0.12903225806451613,4,31
4,M050,Máster Universitario en Arqueología por la U.de Sevilla y U.de Granada,2022_2023,0.6068571428571429,1062,1750,0.11764705882352941,4,34
4,M050,Máster Universitario en Arqueología por la U.de Sevilla y U.de Granada,2023_2024,0.6577708006279435,1676,2548,0.09523809523809523,2,21
21,M052,M.U. en Arte: Idea y Producción (R.D.1393/07),2017_2018,0.7534930139720559,1510,2004,0.15384615384615385,2,13
21,M052,M.U. en Arte: Idea y Producción (R.D.1393/07),2018_2019,0.7730627306273062,1676,2168,0,0,31
21,M052,M.U. en Arte: Idea y Producción,2019_2020,0.7844311377245509,1572,2004,0.03225806451612903,1,31
21,M052,M.U. en Arte: Idea y Producción,2020_2021,0.7851153039832285,1498,1908,0.16129032258064516,5,31
21,M052,M.U. en Arte: Idea y Producción,2021_2022,0.8148148148148148,1672,2052,0.037037037037037035,1,27
21,M052,Máster Universitario en Arte: Idea y Producción,2022_2023,0.7760617760617761,1608,2072,0.03225806451612903,1,31
21,M052,Máster Universitario en Arte: Idea y Producción,2023_2024,0.688695652173913,1584,2300,0.0625,2,32
302,M056,M.U. en Ciencia y Tecnología de Nuevos Materiales (R.D.1393/07),2017_2018,0.9420289855072463,650,690,0.21052631578947367,4,19
302,M056,M.U. en Ciencia y Tecnología de Nuevos Materiales (R.D.1393/07),2018_2019,0.9368983957219251,1752,1870,0,0,11
302,M056,M.U. en Ciencia y Tecnología de Nuevos Materiales,2019_2020,0.9316239316239316,1090,1170,0.0967741935483871,3,31
302,M056,M.U. en Ciencia y Tecnología de Nuevos Materiales,2020_2021,0.779136690647482,1083,1390,0.05555555555555555,1,18
302,M056,M.U. en Ciencia y Tecnología de Nuevos Materiales,2021_2022,0.9358024691358025,1895,2025,0.22727272727272727,5,22
302,M056,Máster Universitario en Ciencia y Tecnología de Nuevos Materiales,2022_2023,0.9130434782608695,945,1035,0.09090909090909091,3,33
302,M056,Máster Universitario en Ciencia y Tecnología de Nuevos Materiales,2023_2024,0.8037267080745342,1294,1610,0.11764705882352941,2,17
20,M061,M.U. en Derecho Constitucional (R.D.1393/07),2017_2018,0.8203703703703704,1329,1620,0.15384615384615385,4,26
20,M061,M.U. en Derecho Constitucional (R.D.1393/07),2018_2019,0.8218694885361552,1398,1701,0.23076923076923078,6,26
20,M061,M.U. en Derecho Constitucional,2019_2020,0.790625,1518,1920,0.08,2,25
20,M061,M.U. en Derecho Constitucional,2020_2021,0.8018348623853211,1311,1635,0.10714285714285714,3,28
20,M061,M.U. en Derecho Constitucional,2021_2022,0.7580372250423012,1344,1773,0.13043478260869565,3,23
20,M061,Máster Universitario en Derecho Constitucional,2022_2023,0.6615384615384615,1032,1560,0.2962962962962963,8,27
20,M061,Máster Universitario en Derecho Constitucional,2023_2024,0.79875518672199175,1155,1446,0.2608695652173913,6,23
7,M063,M.U. en Dirección y Planificación del Turismo (R.D.1393/07),2017_2018,0.7796610169491526,1380,1770,0.06896551724137931,2,29
7,M063,M.U. en Dirección y Planificación del Turismo (R.D.1393/07),2018_2019,0.8038379530916845,1508,1876,0.038461538461538464,1,26
7,M063,M.U. en Dirección y Planificación del Turismo,2019_2020,0.7767584097859327,1778,2289,0.1111111111111111,3,27
7,M063,M.U. en Dirección y Planificación del Turismo,2020_2021,0.8338353413654619,1661,1992,0.11764705882352941,4,34
7,M063,M.U. en Dirección y Planificación del Turismo,2021_2022,0.7897727272727273,1529,1936,0.1,3,30
7,M063,Máster Universitario en Dirección y Planificación del Turismo,2022_2023,0.7033492822966507,1176,1672,0.03571428571428571,1,28
7,M063,Máster Universitario en Dirección y Planificación del Turismo,2023_2024,0.7362520021356114,1379,1873,0.375,9,24
18,M064,"M.U. en Dirección, Evaluación y Calidad de las Instituciones de For.",2017_2018,0.8849557522123894,1600,1808,0.2,4,20
18,M064,"M.U. en Dirección, Evaluación y Calidad de las Instituciones de For.",2018_2019,0.850909090909091,1404,1650,0.10344827586206896,3,29
18,M064,"M.U. en Dirección, Evaluación y Calidad de las Instituc. de For",2019_2020,0.9365404298874105,1830,1954,0.04,1,25
18,M064,"M.U. en Dirección, Evaluación y Calidad de las Instituc. de For",2020_2021,0.8527131782945736,1540,1806,0,0,30
18,M064,"M.U. en Dirección, Evaluación y Calidad de las Instituc. de For",2021_2022,0.875,1596,1824,0.07142857142857142,2,28
18,M064,"Máster Unv. en Dirección, Evaluación y Calidad de las Instituc. de For",2022_2023,0.8857994041708044,1784,2014,0.07142857142857142,2,28
18,M064,"Máster Unv. en Dirección, Evaluación y Calidad de las Instituc. de For",2023_2024,0.8050251256281407,1602,1990,0.06666666666666667,2,30
4,M067,M.U. en Documentos y Libros. Archivos y Bibliotecas,2017_2018,0.8521341463414634,2236,2624,0,0,35
4,M067,M.U. en Documentos y Libros. Archivos y Bibliotecas,2018_2019,0.8082505729564553,2116,2618,0.02564102564102564,1,39
4,M067,M.U. en Documentos y Libros. Archivos y Bibliotecas,2019_2020,0.8713405238828967,2262,2596,0.02564102564102564,1,39
4,M067,M.U. en Documentos y Libros. Archivos y Bibliotecas,2020_2021,0.8042650418888042,2112,2626,0,0,39
4,M067,M.U. en Documentos y Libros. Archivos y Bibliotecas,2021_2022,0.8058870326173428,2026,2514,0.02564102564102564,1,39
4,M067,Máster Universitario en Documentos y Libros. Archivos y Bibliotecas,2022_2023,0.8023774145616642,2160,2692,0.05555555555555555,2,36
4,M067,Máster Universitario en Documentos y Libros. Archivos y Bibliotecas,2023_2024,0.7808417997097242,2152,2756,0.02564102564102564,1,39
1,M068,M.U. en Economía y Desarrollo (R.D.1393/07),2017_2018,0.6888217522658611,912,1324,0.25,2,8
1,M068,M.U. en Economía y Desarrollo (R.D.1393/07),2018_2019,0.697396199859254,991,1421,0.09523809523809523,2,21
1,M068,M.U. en Economía y Desarrollo,2019_2020,0.7145569620253165,1129,1580,0.1111111111111111,2,18
1,M068,M.U. en Economía y Desarrollo,2020_2021,0.6715189873417722,1061,1580,0.14285714285714285,3,21
1,M068,M.U. en Economía y Desarrollo,2021_2022,0.6845277963831212,1022,1493,0.3333333333333333,8,24
1,M068,Máster Universitario en Economía y Desarrollo,2022_2023,0.5756929637526652,810,1407,0.15,3,20
